STUDENT IDENTIFIER,STDNT_AGE,STDNT_GENDER,STDNT_BACKGROUND,IN_STATE_FLAG,INTERNATIONAL_STS,STDNT_MAJOR,STDNT_MINOR,STDNT_TEST_ENTRANCE1,STDNT_TEST_ENTRANCE2,STDNT_TEST_ENTRANCE_COMB,FIRST_TERM,CORE_COURSE_NAME_1_F,CORE_COURSE_GRADE_1_F,CORE_COURSE_NAME_2_F,CORE_COURSE_GRADE_2_F,CORE_COURSE_NAME_3_F,CORE_COURSE_GRADE_3_F,CORE_COURSE_NAME_4_F,CORE_COURSE_GRADE_4_F,CORE_COURSE_NAME_5_F,CORE_COURSE_GRADE_5_F,CORE_COURSE_NAME_6_F,CORE_COURSE_GRADE_6_F,SECOND_TERM,CORE_COURSE_NAME_1_S,CORE_COURSE_GRADE_1_S,CORE_COURSE_NAME_2_S,CORE_COURSE_GRADE_2_S,CORE_COURSE_NAME_3_S,CORE_COURSE_GRADE_3_S,CORE_COURSE_NAME_4_S,CORE_COURSE_GRADE_4_S,CORE_COURSE_NAME_5_S,CORE_COURSE_GRADE_5_S,CORE_COURSE_NAME_6_S,CORE_COURSE_GRADE_6_S,HOUSING_STS,RETURNED_2ND_YR,DISTANCE_FROM_HOME,HIGH_SCHL_GPA,HIGH_SCHL_NAME,FATHER_HI_EDU_CD,FATHER_HI_EDU_DESC,MOTHER_HI_EDU_CD,MOTHER_HI_EDU_DESC,DEGREE_GROUP_CD,DEGREE_GROUP_DESC,FIRST_TERM_ATTEMPT_HRS,FIRST_TERM_EARNED_HRS,SECOND_TERM_ATTEMPT_HRS,SECOND_TERM_EARNED_HRS,GROSS_FIN_NEED,COST_OF_ATTEND,EST_FAM_CONTRIBUTION,UNMET_NEED
7920715,18,F,BGD 1,Y,N,Music Education,N,,540,530,200608,COMM 1110,C,ENGL 1101,A,,,,,,,,,200702,ENGL 1102,B,MUSC 1100,A,,,,,,,,,Off Campus,1,150,3.14,SCHOOL 74,2,High School,2,High School,B,Bachelors,13,13,13,13, -   , -   , -   , -   
7856917,18,F,BGD 1,N,N,Theatre Arts,N,,1100,1110,200608,ENGL 1101,C,THEA 1100,A,,,,,,,,,200702,ITDS 2735,B,ENGL 1102,A,,,,,,,,,Off Campus,1,190,3.47,SCHOOL 66,2,High School,3,College/Beyond,B,Bachelors,15,15,15,15, -   , -   , -   , -   
8013022,18,F,BGD 1,Y,N,Theatre Arts,N,,1000,990,201008,FREN 1001,C,ENGL 1101,A,,,,,,,,,201102,ENGL 1102,B,SOCI 1101,A,THEA 1100,A,,,,,,,Off Campus,0,69,3,SCHOOL 11,3,College/Beyond,3,College/Beyond,B,Bachelors,15,11,20,20, -   , -   , -   , -   
7794749,18,F,BGD 1,Y,N,Pre-Business,History,,930,910,200908,HIST 1111,C,ENGL 1101,A,HIST 2111,A,,,,,,,201002,POLS 1101,B,ECON 2105,A,ENGL 1102,A,,,,,,,Off Campus,1,69,3.28,SCHOOL 27,3,College/Beyond,3,College/Beyond,B,Bachelors,13,9,12,12, -   ," 451,620 ", -   ," -417,420 "
7830588,18,M,BGD 3,Y,N,Music Performance,N,,1120,1110,201008,HIST 1112I,C,ENGL 1101,A,ITDS 2735,A,MATH 1101,A,,,,,201102,ENGL 1102,B,MUSC 1100,A,,,,,,,,,On Campus,1,181,2.87,SCHOOL 115,2,High School,3,College/Beyond,B,Bachelors,14,14,15,15, -   , -   , -   , -   
7970195,18,M,BGD 1,Y,N,Criminal Justice,N,,1030,1030,200708,HIST 2111,C,ENGL 1101,A,MATH 1101,A,,,,,,,200802,PSYC 1101,B,ENGL 1102,A,,,,,,,,,Off Campus,1,0,3.13,SCHOOL 22,2,High School,,No Information,B,Bachelors,12,12,15,15, -   ," 1,285,860 "," 1,463,520 "," -326,880 "
7976537,18,M,BGD 4,Y,N,Music Education,N,21,940,990,200708,HIST 2111,C,ENGL 1101,A,,,,,,,,,200802,MUSC 1100,B,ENGL 1102,A,,,,,,,,,Off Campus,1,90,3.3,SCHOOL 262,3,College/Beyond,3,College/Beyond,B,Bachelors,13,13,17,17," 574,380 "," 1,245,480 "," 671,100 "," 187,500 "
7947915,19,M,BGD 1,Y,N,Computer Science - Systems,N,,1160,1150,200508,MATH 1111,C,ENGL 1101,A,HIST 2111,A,,,,,,,200602,POLS 1101,B,CPSC 1301,A,,,,,,,,,Off Campus,1,69,3.63,SCHOOL 10,2,High School,1,Middle School/Junior High,B,Bachelors,12,12,11,11, -   ," 336,960 ", -   ," -288,180 "
7793924,18,F,BGD 1,Y,N,French with Teacher Cert,N,,940,950,200508,MATH 1111,C,ARTH 1100,A,ENGL 1101,A,FREN 2001,A,,,,,200602,HIST 2112,B,ENGL 1102,A,FREN 2002,A,ITDS 2726,A,ITDS 2735,A,PSYC 1101,A,Off Campus,1,69,3.27,SCHOOL 130,,No Information,,No Information,B,Bachelors,12,12,14,14, -   , -   , -   , -   
7965676,19,M,BGD 1,Y,N,Music Education,N,,1170,1190,200608,MATH 1111,C,COMM 1110,A,ENGL 1101,A,,,,,,,200702,POLS 1101,B,ENGL 1102,A,MUSC 1100,A,,,,,,,Off Campus,1,150,3.23,SCHOOL 55,2,High School,2,High School,B,Bachelors,15,15,16,16, -   , -   , -   , -   
7908955,19,M,BGD 1,Y,N,Accounting,N,22,910,1030,200608,MATH 1111,C,HIST 2112,A,POLS 1101,A,,,,,,,200702,ENGL 1101,B,ECON 2106,A,,,,,,,,,On Campus,1,69,2.79,SCHOOL 141,3,College/Beyond,2,High School,B,Bachelors,15,15,15,15, -   ," 1,176,420 "," 2,359,020 "," -299,160 "
7929708,18,F,BGD 1,Y,N,Music Education,N,,610,590,200508,MATH 1113,C,ENGL 1101,A,,,,,,,,,200602,COMM 1110,B,ENGL 1102,A,,,,,,,,,Off Campus,1,235,4,SCHOOL 20,3,College/Beyond,3,College/Beyond,B,Bachelors,15,15,17,17, -   , -   , -   , -   
8030044,18,M,BGD 1,Y,N,Computer Science - Games,N,27,,1220,200808,MATH 1113,C,CPSC 1301,A,CPSC 1301L,A,ENGL 1101,A,,,,,200902,ARTH 1100,B,ASTR 1105,A,ENGL 1102,A,POLS 1101,A,,,,,Off Campus,1,69,3.37,SCHOOL 2,,No Information,,No Information,B,Bachelors,13,13,15,15, -   , -   , -   , -   
7838786,18,F,BGD 3,Y,N,French with Teacher Cert,N,,1230,1220,200608,POLS 1101,C,ARTH 1100,A,COMM 1110,A,FREN 1001,A,,,,,200702,FREN 1002,B,ENGL 1102,A,,,,,,,,,Off Campus,1,0,3.69,SCHOOL 1,,No Information,,No Information,B,Bachelors,16,16,16,13, -   , -   , -   , -   
7915259,18,F,BGD 6,Y,N,Art,N,,1050,1070,200508,COMM 1110,INCOMPL,MATH 1111,A,,,,,,,,,200602,ENGL 1101,B,PSYC 1101,A,,,,,,,,,Off Campus,1,0,3.81,SCHOOL 1,3,College/Beyond,3,College/Beyond,B,Bachelors,13,13,12,12," 389,220 "," 1,151,640 "," 762,420 "," 71,040 "
7912550,18,F,BGD 1,Y,N,General Studies/AS,N,,,,200608,ANTH 1105,NOT REP,COMM 1110,A,ENGL 1101,A,ITDS 2735,A,MATH 1111,A,,,200702,ENGL 1102,B,ECON 2105,A,,,,,,,,,Off Campus,1,69,4,SCHOOL 11,,No Information,3,College/Beyond,A,Associate,14,14,16,16," 983,220 "," 1,171,380 "," 188,160 "," 579,060 "
7882957,17,M,BGD 6,Y,N,Engineering Studies,N,,1300,1300,200708,ENGL 1101,NOT REP,CPSC 1301,A,CPSC 1301L,A,HIST 2111,A,,,,,200802,MATH 1131,B,ECON 2106,A,MUSC 1100,A,POLS 1101,A,,,,,Off Campus,1,59,4,SCHOOL 48,4,Other/Unknown,1,Middle School/Junior High,B,Bachelors,13,13,13,13, -   , -   , -   , -   
8011093,18,F,BGD 1,Y,N,Biology,N,,960,950,201008,ANTH 1105,B,COMM 1110,B,ENGL 1101,B,,,,,,,201102,ITDS 2735,B,ENGL 1102,A,MUSC 1100,A,,,,,,,Off Campus,1,69,3.53,SCHOOL 10,4,Other/Unknown,4,Other/Unknown,B,Bachelors,12,12,12,8, -   , -   , -   , -   
7954299,18,F,BGD 1,Y,N,Mathematics and Secondary Ed,N,,1080,1070,200508,ARTH 1100,B,HIST 2112,B,ENGL 1101,A,ITDS 2735,A,,,,,200602,ENGL 1102,B,MATH 1111,A,,,,,,,,,Off Campus,1,69,3.25,SCHOOL 2,3,College/Beyond,3,College/Beyond,B,Bachelors,13,13,12,12, -   , -   , -   , -   
7846568,18,F,BGD 1,Y,N,Exercise Science,N,,940,950,200608,ARTH 1100,B,COMM 1110,B,ENGL 1101,A,POLS 1101,A,,,,,200702,HIST 2111,B,ENGL 1102,A,PSYC 1101,A,,,,,,,Off Campus,1,90,3.56,SCHOOL 22,3,College/Beyond,3,College/Beyond,B,Bachelors,12,12,15,11," 827,940 "," 1,504,980 "," 677,040 "," 371,280 "
7927714,18,F,BGD 1,Y,N,Early Childhood Education,N,,990,990,200708,ARTH 1100,B,ECON 2106,B,ENGL 1101,A,,,,,,,200802,HIST 2112,B,ENGL 1102,A,ITDS 2735,A,MATH 1101,A,,,,,Off Campus,1,69,3,SCHOOL 130,3,College/Beyond,3,College/Beyond,B,Bachelors,15,15,14,14," 173,400 "," 1,189,920 "," 1,016,520 "," -153,480 "
7904354,18,F,BGD 2,Y,N,Marketing,N,,1050,1070,200708,ARTH 1100,B,ENGL 1101,B,POLS 1101,B,COMM 1110,A,,,,,200802,ENGL 1102,B,HIST 2111,A,,,,,,,,,Off Campus,1,69,3.4,SCHOOL 130,,No Information,,No Information,B,Bachelors,17,17,14,10, -   , -   , -   , -   
7772712,18,F,BGD 1,Y,N,Psychology,N,20,1040,950,200808,ARTH 1100,B,ENGL 1101,B,MATH 1111,B,PSYC 1101,B,SPAN 1001,A,,,200902,SPAN 1002,B,COMM 1110,A,ENGL 1102,A,HIST 2112,A,,,,,Off Campus,1,0,2.64,SCHOOL 8,,No Information,,No Information,B,Bachelors,15,15,15,15, -   , -   , -   , -   
7935857,18,F,BGD 3,Y,N,Chemistry,N,21,,990,200808,ARTH 1100,B,CHEM 1211,B,SPAN 1001,B,CHEM 1211L,A,MATH 1111,A,,,200902,SPAN 1002,B,ENGL 1102,A,MATH 1113,A,,,,,,,On Campus,1,59,3,SCHOOL 327,2,High School,2,High School,B,Bachelors,13,13,16,16," 1,306,020 "," 1,306,020 ", -   ," 407,580 "
8029013,18,M,BGD 1,Y,N,Management,N,,1080,1070,200808,ARTH 1100,B,ECON 2106,B,ENGL 1101,B,HIST 2112,B,STAT 1127,B,,,200902,MATH 1132,B,ECON 2105,A,ENGL 1102,A,,,,,,,Off Campus,1,0,3.23,SCHOOL 24,3,College/Beyond,2,High School,B,Bachelors,15,15,16,16," 88,920 "," 1,346,640 "," 1,257,720 "," -258,660 "
7789177,18,F,BGD 3,Y,N,Pre-Nursing,N,,1170,1190,200908,ARTH 1100,B,CHEM 1151,B,MATH 2125,B,CHEM 1151L,A,ENGL 1102,A,ITDS 2749,A,201002,POLS 1101,B,MATH 1101,A,,,,,,,,,Off Campus,1,0,3.5,SCHOOL 130,4,Other/Unknown,2,High School,B,Bachelors,14,14,14,10," 1,324,500 "," 1,324,500 ", -   ," 31,800 "
7886015,18,M,BGD 1,Y,N,History and Secondary Ed,N,,,,200608,ASTR 1105,B,HIST 2112,B,ENGL 1101,A,,,,,,,200702,MATH 1101,B,ENGL 1102,A,,,,,,,,,Off Campus,1,69,3.46,SCHOOL 2,3,College/Beyond,3,College/Beyond,B,Bachelors,15,15,13,13, -   , -   , -   , -   
7889747,18,F,BGD 1,Y,N,Early Childhood Education,N,,1040,1030,200708,BIOL 1125,B,ENGL 1101,B,MUSC 1100,A,,,,,,,200802,POLS 2401,B,ENGL 1102,A,HIST 2112,A,,,,,,,Off Campus,1,0,3.69,SCHOOL 10,2,High School,3,College/Beyond,B,Bachelors,12,12,16,12," 1,098,600 "," 1,189,920 "," 91,320 "," 549,120 "
7922253,18,F,BGD 1,Y,N,Mathematics,N,24,,1110,200908,BIOL 1215K,B,ENGL 1101,B,POLS 1101,B,MATH 1113,A,,,,,201002,ARTH 1100,B,ENGL 1102,A,HIST 1112,A,MATH 1131,A,,,,,On Campus,1,69,3.6,SCHOOL 141,2,High School,2,High School,B,Bachelors,16,16,15,15," 1,149,960 "," 1,418,100 "," 268,140 "," 337,680 "
7767190,18,F,BGD 1,Y,N,Nursing,N,,1060,1070,200608,CHEM 1151,B,MATH 1113,B,CHEM 1151L,A,COMM 1110,A,MUSC 1100,A,,,200702,HIST 2112,B,ENGL 1101,A,ITDS 1155,A,,,,,,,On Campus,1,0,3.5,SCHOOL 139,,No Information,,No Information,B,Bachelors,16,16,14,14, -   , -   , -   , -   
7974487,18,F,BGD 3,N,N,Nursing,N,24,,1110,200808,CHEM 1151,B,POLS 1101,B,CHEM 1151L,A,ENGL 1101,A,MATH 1101,A,,,200902,HIST 2111,B,ARTH 1100,A,ENGL 1102,A,ITDS 1155,A,,,,,On Campus,1,137,3.85,SCHOOL 398,2,High School,3,College/Beyond,B,Bachelors,16,16,16,16," 1,392,240 "," 1,392,240 ", -   ," 649,380 "
7886821,18,F,BGD 1,Y,N,Pre-Nursing,N,,1040,1030,200808,CHEM 1151,B,ENGL 1101,B,ARTH 1100,A,CHEM 1151L,A,,,,,200902,HIST 2112,B,COMM 1110,A,ENGL 1102,A,MATH 1101,A,,,,,On Campus,1,90,3.28,SCHOOL 72,,No Information,,No Information,B,Bachelors,16,12,16,16, -   , -   , -   , -   
8012248,18,F,BGD 1,Y,N,Pre-Nursing,N,21,,990,200808,CHEM 1151,B,ENGL 1101,B,CHEM 1151L,A,COMM 1110,A,MATH 1101,A,,,200902,STAT 1127,B,CPSC 1105,A,ENGL 1102,A,,,,,,,Off Campus,1,69,3.5,SCHOOL 10,2,High School,,No Information,B,Bachelors,13,13,13,13, -   ," 1,255,740 "," 2,017,800 "," -347,580 "
7772354,17,F,BGD 1,Y,N,Pre-Nursing,N,24,980,1110,201008,CHEM 1151,B,PSYC 1101,B,CPSC 1105,A,CHEM 1151L,A,ITDS 2735,A,MATH 1101,A,201102,POLS 1101,B,ENGL 1101,A,HIST 2111,A,STAT 1127,A,,,,,On Campus,1,0,4,SCHOOL 130,3,College/Beyond,3,College/Beyond,B,Bachelors,15,14,16,16, -   , -   , -   , -   
7932935,18,F,BGD 1,Y,N,Exercise Science,N,,560,590,200708,CHEM 1151L,B,COMM 1110,B,MATH 1113,B,CHEM 1151,A,HIST 2112,A,,,200802,MUSC 1100,B,ENGL 1102,A,PSYC 1101,A,,,,,,,On Campus,1,138,3.23,SCHOOL 61,3,College/Beyond,3,College/Beyond,B,Bachelors,16,16,16,16, -   , -   , -   , -   
7884033,18,F,BGD 1,Y,N,Nursing,N,,,,200708,CHEM 1151L,B,COMM 1110,B,ENGL 1101,B,CHEM 1151,A,ITDS 2735,A,MATH 1101,A,200802,HIST 2111,B,ENGL 1102,A,THEA 1100,A,,,,,,,On Campus,0,138,3.13,SCHOOL 99,3,College/Beyond,3,College/Beyond,B,Bachelors,14,14,16,16," 626,940 "," 1,245,480 "," 618,540 "," 219,180 "
7761801,18,M,BGD 1,Y,N,Chemistry,N,24,,1110,200608,CHEM 1211,B,CHEM 1211L,B,ENGL 1101,B,MUSC 1100,B,MATH 1131,A,,,200702,HIST 2112,B,ENGL 1102,A,MATH 1132,A,,,,,,,On Campus,1,150,3.38,SCHOOL 140,3,College/Beyond,3,College/Beyond,B,Bachelors,17,17,14,14, -   , -   , -   , -   
7918120,18,F,BGD 3,Y,N,Chemistry,N,,,,200708,CHEM 1211,B,MATH 1111,B,CHEM 1211L,A,COMM 1110,A,,,,,200802,MATH 1113,B,ITDS 2726,A,,,,,,,,,On Campus,1,150,3.52,SCHOOL 45,3,College/Beyond,3,College/Beyond,B,Bachelors,15,15,15,15, -   , -   , -   , -   
7960167,17,F,BGD 1,Y,N,Accounting,N,,920,910,200808,CHEM 1211,B,ENGL 1101,B,PSYC 1101,B,CHEM 1211L,A,MATH 1111,A,,,200902,ANTH 1105,B,ENGL 1102,A,ITDS 2735,A,ITDS 2748,A,STAT 1127,A,,,Off Campus,1,69,3.74,SCHOOL 34,2,High School,2,High School,B,Bachelors,16,16,14,14, -   , -   , -   , -   
7824864,19,M,BGD 1,N,N,Biology,N,29,,1300,201008,CHEM 1211,B,CHEM 1211L,B,BIOL 1215K,A,ENGL 1101,A,MATH 1131,A,,,201102,HIST 2111,B,COMM 1110,A,ENGL 1102,A,,,,,,,Off Campus,1,69,2.94,SCHOOL 7,1,Middle School/Junior High,1,Middle School/Junior High,B,Bachelors,15,15,13,13, -   , -   , -   , -   
7884301,18,F,BGD 1,Y,N,Biology,N,,570,590,200708,CHEM 1211L,B,POLS 1101,B,CHEM 1211,A,MUSC 1100,A,,,,,200802,COMM 1110,B,ENGL 1102,A,,,,,,,,,Off Campus,1,69,3.36,SCHOOL 2,2,High School,2,High School,B,Bachelors,17,17,14,11, -   , -   , -   , -   
7994731,18,F,BGD 4,Y,N,Biology,N,21,1090,990,200908,CHEM 1211L,B,ENGL 1101,B,MATH 1111,B,CHEM 1211,A,LEAD 1705,A,,,201002,MATH 1113,B,COMM 1110,A,HIST 2112,A,,,,,,,Off Campus,1,69,3.68,SCHOOL 130,3,College/Beyond,2,High School,B,Bachelors,15,15,19,19," 1,316,580 "," 1,316,580 ", -   ," 150,660 "
7992530,18,M,BGD 1,Y,N,Chemistry,N,,,,201008,CHEM 1211L,B,ENGL 1101,B,MATH 1111,B,CHEM 1211,A,HIST 2111,A,,,201102,BIOL 1215K,B,ECON 2105,A,MATH 1113,A,,,,,,,Off Campus,1,90,3.6,SCHOOL 29,3,College/Beyond,2,High School,B,Bachelors,13,13,14,14, -   , -   , -   , -   
7944880,18,M,BGD 1,Y,N,Joint Enrollment - Accel,N,,1140,1150,201008,CHEM 1211L,B,HIST 2112,B,MATH 1111,B,CHEM 1211,A,SPAN 1002,A,,,201102,ENGL 1102,B,BIOL 1215K,A,MATH 1113,A,POLS 1101,A,,,,,Off Campus,1,69,3.6,SCHOOL 1,3,College/Beyond,2,High School,B,Bachelors,13,13,17,17, -   ," 150,540 ", -   ," -139,140 "
7951722,18,F,BGD 4,Y,N,Nursing,N,,1000,990,200508,COMM 1110,B,ENGL 1101,B,POLS 1101,B,MATH 1101,A,,,,,200602,HIST 2111,B,ENGL 1102,A,ITDS 2735,A,,,,,,,Off Campus,1,69,3.5,SCHOOL 10,2,High School,3,College/Beyond,B,Bachelors,14,14,14,11," 268,680 "," 1,151,640 "," 882,960 "," -169,500 "
7921235,17,M,BGD 6,Y,N,Biology,N,,540,530,200608,COMM 1110,B,MATH 1111,B,CHEM 1211,A,CHEM 1211L,A,ECON 2105,A,ENGL 1101,A,200702,POLS 1101,B,ENGL 1102,A,MATH 1113,A,,,,,,,Off Campus,1,69,3.4,SCHOOL 34,1,Middle School/Junior High,2,High School,B,Bachelors,16,16,17,17," 1,503,900 "," 1,504,980 "," 1,080 "," 919,740 "
7971917,18,M,BGD 1,Y,N,Criminal Justice,N,,,,200708,COMM 1110,B,MATH 1101,B,SPAN 1001,B,,,,,,,200802,POLS 1101,B,ENGL 1102,A,,,,,,,,,On Campus,1,91,3.43,SCHOOL 274,2,High School,3,College/Beyond,B,Bachelors,16,16,15,15, -   , -   , -   , -   
7949937,18,F,BGD 1,Y,N,Undeclared,N,,,,200708,COMM 1110,B,HIST 2112,B,ENGL 1101,A,MATH 1111,A,MUSC 1100,A,,,200802,ENGL 1102,B,CHEM 1151,A,CHEM 1151L,A,ITDS 2735,A,,,,,On Campus,1,188,3.43,SCHOOL 369,3,College/Beyond,3,College/Beyond,B,Bachelors,16,16,14,14, -   , -   , -   , -   
7822511,18,F,BGD 1,Y,N,Music Education,N,24,1110,1110,200808,COMM 1110,B,HIST 2111,B,MATH 1111,A,,,,,,,200902,PHYS 1125,B,ENGL 1102,A,,,,,,,,,Off Campus,1,138,3.16,SCHOOL 157,2,High School,2,High School,B,Bachelors,13,13,15,15, -   , -   , -   , -   
7932891,18,F,BGD 1,Y,N,Nursing,N,,980,990,200808,CPSC 1105,B,CHEM 1151,B,ITDS 2735,B,THEA 1100,B,CHEM 1151L,A,,,200902,ENGL 1101,B,MATH 1101,A,,,,,,,,,Off Campus,1,0,3.4,SCHOOL 10,2,High School,2,High School,B,Bachelors,14,14,13,13, -   ," 1,255,740 "," 2,427,120 "," -347,580 "
7873022,18,M,BGD 1,Y,N,Undeclared,N,18,930,870,200908,CPSC 1105,B,HIST 1112,B,HIST 2112,B,,,,,,,201002,SOCI 1101,B,ARTH 1100,A,ENGL 1101,A,,,,,,,Off Campus,1,69,3.76,SCHOOL 3,2,High School,2,High School,B,Bachelors,12,12,13,9, -   , -   ," 226,200 ", -   
7880950,18,M,BGD 1,Y,N,Undeclared,N,,,,200908,CPSC 1105,B,ENGL 1102,B,POLS 1101,A,,,,,,,201002,BIOL 1125,B,HIST 1112I,A,MATH 1111,A,MUSC 1100,A,,,,,Off Campus,1,0,3.26,SCHOOL 1,3,College/Beyond,3,College/Beyond,B,Bachelors,14,14,15,15, -   ," 1,324,500 "," 4,166,340 "," -417,420 "
7897241,18,M,BGD 4,Y,N,Applied Computer Science,N,21,890,990,200708,CPSC 1301,B,CPSC 1301L,B,ENGL 1101,B,MUSC 1100,A,,,,,200802,MATH 1111,B,COMM 1110,A,ENGL 1102,A,,,,,,,Off Campus,1,0,3.63,SCHOOL 70,2,High School,3,College/Beyond,B,Bachelors,16,12,18,15, -   , -   , -   , -   
7847232,18,F,BGD 1,Y,N,Applied Computer Science,N,25,,1150,200808,CPSC 1301,B,ENGL 1101,B,MATH 1131,B,CPSC 1301L,A,PSYC 1101,A,,,200902,HIST 2111,B,COMM 1110,A,ENGL 1102,A,ITDS 2735,A,STAT 1127,A,,,On Campus,1,69,3.82,SCHOOL 333,,No Information,,No Information,B,Bachelors,16,16,16,16, -   , -   , -   , -   
7800072,19,M,BGD 1,Y,N,Applied Computer Science,N,,1350,1340,200908,CPSC 1301,B,ECON 2105,B,POLS 1101,B,CPSC 1301L,A,,,,,201002,THEA 1100,B,HIST 1112I,A,SPAN 1001,A,,,,,,,Off Campus,1,69,3.69,SCHOOL 27,3,College/Beyond,3,College/Beyond,B,Bachelors,13,13,16,12," 655,980 "," 1,417,380 "," 761,400 "," 58,560 "
7937586,19,M,BGD 3,Y,N,Management,N,,,,200608,ECON 2105,B,ENGL 1101,B,PSYC 1101,B,,,,,,,200702,ENGL 1102,B,ECON 2106,A,,,,,,,,,On Campus,1,69,3.62,SCHOOL 85,4,Other/Unknown,2,High School,B,Bachelors,15,15,12,12, -   , -   , -   , -   
8018975,17,F,BGD 1,Y,N,Management,N,,1060,1070,200608,ECON 2106,B,MATH 1111,B,ARTH 1100,A,COMM 1110,A,ENGL 1101,A,,,200702,MATH 1113,B,ENGL 1102,A,POLS 1101,A,,,,,,,On Campus,0,150,3.83,SCHOOL 121,2,High School,3,College/Beyond,B,Bachelors,16,16,17,17, -   ," 1,176,420 "," 1,320,180 "," -317,160 "
8027337,18,F,BGD 6,Y,N,Biology,Health Science,,1180,1190,201008,ECON 2106,B,PSYC 1101,B,BIOL 1215K,A,HIST 2112,A,,,,,201102,CHEM 1211L,B,CHEM 1211,A,ENGL 1102,A,MATH 1111,A,POLS 1101,A,,,Off Campus,1,69,3.7,SCHOOL 130,2,High School,2,High School,B,Bachelors,17,13,17,17, -   , -   , -   , -   
7768704,18,F,BGD 3,Y,N,Pre-Business,N,21,1030,990,201008,ECON 2106,B,HIST 2111,B,MATH 1113,A,LEAD 1705,A,,,,,201102,ECON 2105,B,BIOL 1215K,A,MATH 1125,A,SPAN 1001,A,,,,,On Campus,1,176,4,SCHOOL 183,2,High School,3,College/Beyond,B,Bachelors,14,14,17,17, -   , -   , -   , -   
7799546,17,F,BGD 3,Y,N,Chemistry,N,,1120,1110,200508,ENGL 1101,B,HIST 2111,B,POLS 1101,B,,,,,,,200602,ENGL 1102,B,ECON 2106,A,MATH 1111,A,MUSC 1100,A,,,,,Off Campus,1,69,3.26,SCHOOL 2,2,High School,2,High School,B,Bachelors,14,14,13,13, -   ," 1,138,980 "," 1,200,780 "," -288,180 "
7938765,18,M,BGD 3,Y,N,Music Education,N,,,,200508,ENGL 1101,B,MUSC 1100,B,,,,,,,,,200602,POLS 1101,B,ENGL 1102,A,,,,,,,,,On Campus,1,59,3.79,SCHOOL 43,2,High School,3,College/Beyond,B,Bachelors,13,13,16,13, -   , -   , -   , -   
7782508,18,F,BGD 1,Y,N,Criminal Justice,N,,1070,1070,200508,ENGL 1101,B,MATH 1111,B,ANTH 1105,A,,,,,,,200602,ENGL 1102,B,HIST 2111,A,PSYC 1101,A,,,,,,,On Campus,0,138,3.6,SCHOOL 127,1,Middle School/Junior High,2,High School,B,Bachelors,16,16,14,14," 298,620 "," 1,146,420 "," 847,800 "," 10,440 "
7933295,18,M,BGD 1,Y,N,Undeclared,N,,,,200508,ENGL 1101,B,ITDS 2735,B,THEA 1100,B,HIST 2111,A,,,,,200602,ENGL 1102,B,COMM 1110,A,ECON 2105,A,MATH 1111,A,,,,,On Campus,1,90,3.21,SCHOOL 150,2,High School,3,College/Beyond,B,Bachelors,13,13,12,12, -   ," 1,138,980 "," 4,031,040 "," -408,180 "
7821471,18,M,BGD 3,Y,N,Applied Computer Science,N,,1200,1190,200508,ENGL 1101,B,HIST 2112,B,MUSC 1100,B,CPSC 1301,A,PSYC 1101,A,,,200602,ANTH 1105,B,ITDS 1155,A,ITDS 2726,A,,,,,,,Off Campus,1,69,3.31,SCHOOL 34,4,Other/Unknown,3,College/Beyond,B,Bachelors,15,15,13,13, -   , -   , -   , -   
7822324,17,F,BGD 6,Y,N,Nursing,N,,990,990,200608,ENGL 1101,B,MATH 1111,B,ARTH 1100,A,CHEM 1151,A,CHEM 1151L,A,,,200702,COMM 1110,B,ENGL 1102,A,HIST 2112,A,,,,,,,Off Campus,1,69,3.86,SCHOOL 2,1,Middle School/Junior High,1,Middle School/Junior High,B,Bachelors,15,15,16,16, -   , -   , -   , -   
8014115,18,M,BGD 1,Y,N,Biology,N,21,,990,200608,ENGL 1101,B,HIST 2111,B,MATH 1111,B,MUSC 1100,B,,,,,200702,ENGL 1102,B,SPAN 1001,A,,,,,,,,,Off Campus,1,69,3.73,SCHOOL 11,2,High School,3,College/Beyond,B,Bachelors,14,11,15,12," 462,480 "," 1,187,280 "," 724,800 "," 163,320 "
7832195,18,F,BGD 3,Y,N,Nursing,N,21,920,990,200608,ENGL 1101,B,HIST 2112,B,CHEM 1151,A,CHEM 1151L,A,COMM 1110,A,,,200702,ENGL 1102,B,ITDS 2735,A,MATH 1101,A,,,,,,,On Campus,1,136,3.37,SCHOOL 126,2,High School,2,High School,B,Bachelors,13,13,14,14," 489,900 "," 1,176,420 "," 686,520 "," 190,740 "
7952377,19,M,BGD 1,Y,N,Theatre Arts,N,23,,1070,200608,ENGL 1101,B,HIST 2111,B,MUSC 1100,B,,,,,,,200702,ITDS 2735,B,ARTH 1100,A,PSYC 1101,A,,,,,,,On Campus,1,215,3.53,SCHOOL 258,3,College/Beyond,2,High School,B,Bachelors,15,15,12,12," 882,240 "," 1,160,520 ", -   ," 594,240 "
7871010,18,F,BGD 1,Y,N,Undeclared,N,20,,950,200608,ENGL 1101,B,HIST 2111,B,ARTH 1100,A,PSYC 1101,A,,,,,200702,HIST 2112,B,COMM 1110,A,ENGL 1102,A,MATH 1101,A,,,,,On Campus,1,69,2.93,SCHOOL 268,3,College/Beyond,3,College/Beyond,B,Bachelors,15,15,12,12, -   ," 1,176,420 "," 1,475,460 "," -299,160 "
